1st,2nd,3rd,4th,5th,6th,7th,8th,9th,10th,11th,12th,13th
1547018010,1547014411,1547017446,1547017446,1547014411,1547017446,1547014411,1547017446,1547017446,1547014411,1547018010,1547017446,1547017446
1531801305,1531801122,1531787977,1531801305,1531787589,1531787589,1531801122,1531787977,1531801122,1531787977,1531787589,1531801122,1531801122
469458588,365731711,445823211,442359139,445940024,413826852,377591898,520004327,445933390,557538589,383913603,448272592,448272592
1547018010,1547018010,1547018010,1547018010,1547014411,1547017446,1547014411,1547018010,1547014411,1547018010,1547017446,1547017446,1547017446
1543286117,1543285418,1543286600,1543286117,1543286117,1543285418,1543286640,1543286640,1543285418,1543286718,1543286640,1543286062,1543286062
482725333,504905686,437496972,514692884,584120876,450179102,442094012,557530749,469977235,1547170050,481211595,469979120,469979120
1547195351,1547196222,1547196222,1547195605,1547195351,1547195351,1547195351,1547196877,1547196701,1547196222,1547195351,1547195605,1547195605
1543286640,1543286640,1543285418,1543286718,1543286117,1543284750,1543286117,1543286600,1543286062,1543286718,1543286640,1543285418,1543285418
1547430147,1547430147,1547431139,1547427506,1547431139,1547430644,1547430644,1547429909,1547429909,1547430644,1547431139,1547429909,1547429909
1547018010,1547017446,1547017446,1547018010,1547018010,1547018010,1547018010,1547017446,1547018010,1547018010,1547014411,1547017446,1547017446
1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151
1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512
1543285418,1543285418,1543286640,1543286640,1543285418,1543284750,1543284750,1543286640,1543286062,1543286718,1543286640,1543286718,1543286718
504799593,168931505,504906986,451087514,392599393,445823230,188862941,587631875,590441239,349010231,126728362,460931825,460931825
1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151,1547193151
1547014411,1547018010,1547014411,1547018010,1547018010,1547014411,1547014411,1547017446,1547014411,1547014411,1547018010,1547017446,1547017446
1531787589,1531801305,1531801305,1531801122,1531801305,1531787977,1531787589,1531801122,1531801122,1531787977,1531787977,1531787589,1531787589
445938764,437497156,264162800,445939918,413778952,383083653,377352204,1547174915,587631893,469979012,481383951,1547169521,1547169521
315397075,278057791,445749633,469977282,441649237,187679020,436652098,445932255,272104512,587473084,264162800,324369419,324369419
1547195605,1547195351,1547196222,1547196877,1547196701,1547195351,1547196701,1547195605,1547196222,1547195869,1547195351,1547195351,1547195351
1547017446,1547018010,1547017446,1547018010,1547018010,1547018010,1547014411,1547017446,1547014411,1547014411,1547014411,1547014411,1547014411
1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062
1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151
445938006,188862738,445940975,447293452,442093842,445936283,315394600,520004733,383082254,437494330,557528242,256914298,256914298
1543286062,1543286640,1543286640,1543286117,1543284750,1543286600,1543286062,1543284750,1543285418,1543285418,1543286117,1543286640,1543286640
1547023225,452708454,452600777,445940024,1543286640,527090106,460931788,378708747,469977101,1543286640,1547176757,469979193,469979193
1547196701,1547195351,1547196222,1547196877,1547195869,1547196701,1547196701,1547196877,1547196701,1547195605,1547195869,1547195351,1547195351
1547428994,1547430147,1547430644,1547428994,1547431139,1547430147,1547427506,1547431139,1547429292,1547429909,1547429909,1547430147,1547430147
1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891
1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151
188862738,481900003,456099350,580821539,520004533,469326359,442093126,481214341,307998406,526530911,307998406,504800601,504800601
1543286640,1543285418,1543286718,1543286718,1543285418,1543286718,1543286718,1543285418,1543286640,1543284750,1543286062,1543284750,1543284750
1547196877,1547196877,1547196222,1547196701,1547195351,1547196222,1547195351,1547195351,1547195351,1547195351,1547196222,1547196701,1547196701
368670813,514693126,481384080,205494903,469978539,1543286640,315397288,548679473,557537073,548680197,557540592,590439232,590439232
307998406,587473949,557537073,587631723,510163286,481897660,445941449,481389427,481214341,557537370,590441239,188862941,188862941
1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151
1547014411,1547018010,1547017446,1547018010,1547014411,1547014411,1547014411,1547018010,1547018010,1547017446,1547017446,1547014411,1547014411
1543286062,1543286718,1543286600,1543286600,1543285418,1543286640,1543285418,1543284750,1543286117,1543285418,1543286600,1543286718,1543286718
1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151
1547195869,1547195605,1547196701,1547195605,1547195605,1547196877,1547196877,1547195351,1547195605,1547196877,1547196222,1547196877,1547196877
1543286600,1543286117,1543286062,1543286117,1543284750,1543286718,1543286718,1543285418,1543286062,1543285418,1543286600,1543286600,1543286600
188862738,437494313,188862738,476117199,445941014,580821539,256882920,451085097,307998406,557528512,307998406,307998406,307998406
349010231,307998406,557537073,307998406,481210259,454770862,557537073,443625090,445940038,348489805,437498609,384274798,384274798
1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512
1547193151,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891
1547195869,1547196877,1547195605,1547195869,1547195605,1547195351,1547195351,1547195351,1547196222,1547195605,1547196701,1547196222,1547196222
442093582,445936283,590441239,481897605,481210506,437498609,526194291,514692884,481208183,504903015,256882706,315393183,315393183
1547431139,1547429909,1547431139,1547430644,1547427506,1547427506,1547430644,1547429909,1547427506,1547428994,1547430147,1547430644,1547430644
1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062
1531801305,1531787977,1531787589,1531801305,1531801305,1531801305,1531801305,1531801305,1531787977,1531801122,1531801305,1531787589,1531787589
1547195869,1547196701,1547195605,1547195869,1547195869,1547196877,1547196701,1547195605,1547195351,1547195869,1547196877,1547196877,1547196877
1547014411,1547018010,1547017446,1547014411,1547014411,1547014411,1547018010,1547014411,1547017446,1547014411,1547018010,1547018010,1547018010
1531787589,1531801305,1531787589,1531801305,1531801305,1531801305,1531801122,1531801122,1531787977,1531787589,1531801122,1531787589,1531787589
1547427506,1547430644,1547430147,1547430147,1547431139,1547429292,1547427506,1547430644,1547429292,1547431139,1547428994,1547427506,1547427506
188862738,437618155,481283412,256889578,188849700,527089999,400846333,456099412,510507775,510308132,584188970,397457110,397457110
1531801305,1531801305,1531787977,1531787589,1531801122,1531801122,1531801122,1531801305,1531801122,1531801305,1531801122,1531787977,1531787977
1531787977,1531787977,1531801122,1531801122,1531801122,1531787977,1531801122,1531787589,1531787977,1531787589,1531801122,1531801305,1531801305
1547427506,1547429909,1547427506,1547430644,1547427506,1547429909,1547430147,1547429292,1547428994,1547429292,1547431139,1547427506,1547427506
315393393,557537073,126536372,437495437,594381511,437613510,377352821,481208640,397457139,307998406,445940038,445940920,445940920
1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193151
1547193062,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062
1547017446,1547017446,1547017446,1547018010,1547014411,1547014411,1547017446,1547017446,1547014411,1547017446,1547018010,1547014411,1547014411
1547195351,1547196222,1547196877,1547195869,1547196877,1547196701,1547196877,1547195869,1547195605,1547196222,1547196701,1547195605,1547195605
1547429292,1547429909,1547427506,1547429909,1547430147,1547430644,1547428994,1547427506,1547429292,1547431139,1547430147,1547427506,1547427506
1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512
1547196222,1547196222,1547196877,1547196701,1547195869,1547195351,1547196222,1547195869,1547195869,1547195605,1547195605,1547195351,1547195351
1531801305,1531787589,1531801305,1531801305,1531787589,1531801305,1531801122,1531787589,1531787977,1531801122,1531787977,1531801122,1531801122
1547195351,1547195605,1547196222,1547195869,1547196222,1547195605,1547196222,1547195605,1547196877,1547195605,1547196222,1547195351,1547195351
1543286718,1543286640,1543284750,1543286062,1543286600,1543286640,1543286600,1543285418,1543286640,1543286718,1543286600,1543284750,1543284750
1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891
1547431139,1547430644,1547430644,1547428994,1547431139,1547429909,1547430644,1547430644,1547429292,1547430644,1547428994,1547431139,1547431139
584187755,307998406,520004533,445937862,126728362,188862738,594381089,481212331,514692884,315393408,504905612,228845491,228845491
1547018010,1547014411,1547017446,1547017446,1547018010,1547017446,1547014411,1547014411,1547018010,1547014411,1547018010,1547014411,1547014411
256909504,450920856,504913985,469979120,256909504,445938297,1547172683,557531859,469978689,392511716,584187818,504801350,504801350
1547014411,1547018010,1547018010,1547017446,1547018010,1547017446,1547014411,1547018010,1547018010,1547014411,1547017446,1547018010,1547018010
1543286062,1543284750,1543284750,1543284750,1543286600,1543286640,1543286117,1543286117,1543286117,1543286117,1543285418,1543286640,1543286640
1543285418,1543286640,1543284750,1543284750,1543286600,1543286718,1543286600,1543286117,1543286640,1543285418,1543286640,1543286062,1543286062
1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512
1547017446,1547018010,1547014411,1547018010,1547014411,1547018010,1547014411,1547018010,1547018010,1547014411,1547014411,1547017446,1547017446
1547018010,1547018010,1547014411,1547017446,1547017446,1547014411,1547017446,1547014411,1547018010,1547017446,1547017446,1547017446,1547017446
1547014411,1547014411,1547018010,1547014411,1547014411,1547017446,1547018010,1547014411,1547017446,1547014411,1547014411,1547017446,1547017446
445936124,587632102,557537073,1547177679,381924497,519855675,445940446,442093162,333293318,445940670,469977347,557539174,557539174
1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062
1531787589,1531801305,1531787977,1531787589,1531787977,1531787589,1531801122,1531787977,1531801305,1531787589,1531801305,1531801305,1531801305
1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891
1547017446,1547014411,1547017446,1547017446,1547014411,1547014411,1547014411,1547018010,1547014411,1547014411,1547014411,1547017446,1547017446
587579492,493818288,256924162,1547176757,504914982,514692884,400916705,443624559,526531383,437491280,383083901,504912828,504912828
1531787977,1531801305,1531801305,1531801305,1531801122,1531801122,1531787589,1531801122,1531801305,1531787977,1531787589,1531801305,1531801305
548679473,587473492,445939812,504801337,1543286640,529934575,584187818,1543286640,469978537,445938895,383082179,469977654,469977654
1547014411,1547014411,1547014411,1547017446,1547017446,1547014411,1547014411,1547018010,1547017446,1547017446,1547014411,1547018010,1547018010
1547429909,1547430644,1547427506,1547430147,1547431139,1547429909,1547430644,1547427506,1547429909,1547431139,1547428994,1547430147,1547430147
1531787589,1531801305,1531787589,1531801305,1531787589,1531801305,1531787977,1531787977,1531787977,1531787589,1531801122,1531787589,1531787589
451083977,504914272,1543286640,317116153,1547170050,590438521,584187892,445934852,264162800,413820282,448965793,471682938,471682938
481387248,126536126,445934370,481389779,1543286640,258869590,504912243,557530209,443625285,514693126,520004412,520004412,520004412
1543286640,510508050,258869751,482725333,324372946,1547176596,445932626,1543286640,541784059,540641131,205494903,590644672,590644672
1547428994,1547427506,1547430644,1547429292,1547430644,1547430644,1547429909,1547430147,1547427506,1547428994,1547429292,1547429292,1547429292
462057620,400846333,584188970,445940975,384274798,188862738,519491217,383082207,481389604,383083111,557536457,504808521,504808521
1543284750,1543286062,1543286062,1543286718,1543286600,1543286117,1543284750,1543286640,1543285418,1543286640,1543284750,1543284750,1543284750
557532128,557537073,307998406,324362253,307998406,437492327,307998406,441576011,383082616,587631723,481214341,580807562,580807562
1547196877,1547196222,1547195351,1547196222,1547195869,1547195605,1547196877,1547195351,1547195605,1547196877,1547196222,1547196877,1547196877
590439852,324370223,481246579,188857038,333293249,446108535,188862738,557540635,383083653,383040050,1543286640,587632054,587632054
1547429909,1547430147,1547431139,1547430644,1547428994,1547430644,1547429909,1547431139,1547430147,1547429909,1547429292,1547429292,1547429292
1547193062,1547193062,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062
1547193151,1547193891,1547193891,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891
1547195869,1547195869,1547195351,1547196701,1547196701,1547196877,1547195869,1547196701,1547196877,1547196701,1547195605,1547195869,1547195869
315393434,188862941,324361412,384274798,584188627,188843204,307995689,397456901,445940982,256905539,460931825,445940040,445940040
126536372,445940079,456099350,315393787,451084980,451084980,445940040,377359870,456099281,452600332,519855689,384274798,384274798
1547196877,1547196222,1547195605,1547195605,1547195869,1547195605,1547196877,1547195605,1547195869,1547196701,1547195351,1547196222,1547196222
1547430644,1547430147,1547428994,1547429292,1547427506,1547429909,1547429909,1547430147,1547427506,1547427506,1547430147,1547428994,1547428994
1547431139,1547427506,1547430147,1547430644,1547431139,1547428994,1547429292,1547429909,1547429292,1547430147,1547427506,1547427506,1547427506
1531801122,1531801122,1531787589,1531787977,1531801122,1531787589,1531801122,1531787977,1531801305,1531801305,1531801305,1531787977,1531787977
1547193151,1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193891,1547193151,1547193151
1543286640,445936732,315394920,247719490,442359126,377360255,443624559,481388373,272103586,557539127,1543286640,557537073,557537073
1543286600,1543286600,1543286718,1543286600,1543286640,1543286718,1543286640,1543286062,1543286600,1543285418,1543285418,1543286117,1543286117
1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512
587630581,456099154,377315581,504904790,548680092,258869102,587630690,377360255,256909504,504793082,485922606,1547174915,1547174915
1547018010,1547018010,1547018010,1547017446,1547014411,1547017446,1547018010,1547017446,1547018010,1547014411,1547018010,1547014411,1547014411
377349910,365731711,445749633,393518383,315392752,445939590,377348803,445940270,457628592,508533620,481388111,443350791,443350791
594381529,450178911,445941092,307998406,307998406,594381472,445935870,383082305,437617207,454771037,413823388,445936200,445936200
1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062
1531801305,1531801122,1531787977,1531787589,1531801122,1531787589,1531787589,1531787977,1531787977,1531801305,1531801305,1531787977,1531787977
1531787977,1531787589,1531801305,1531787977,1531801305,1531801305,1531787977,1531801122,1531801122,1531801122,1531801122,1531801122,1531801122
481210506,481210259,315394714,522067685,504912855,174342229,256912171,481210259,442093255,557537738,397457105,256882920,256882920
1547427506,1547430644,1547431139,1547428994,1547431139,1547431139,1547431139,1547430147,1547429292,1547431139,1547427506,1547430147,1547430147
1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547193062,1547193062,1547193062,1547193062,1547193062,1547193062
1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062
1547427506,1547428994,1547429909,1547427506,1547429909,1547429292,1547428994,1547428994,1547429292,1547430147,1547429909,1547427506,1547427506
1547193062,1547192512,1547192512,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062,1547192512,1547193062,1547193062
1543286117,1543286600,1543286117,1543286640,1543286600,1543286640,1543286117,1543286117,1543285418,1543284750,1543286600,1543286718,1543286718
1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512
1543286640,1543286062,1543284750,1543284750,1543285418,1543286718,1543286062,1543286718,1543286117,1543286062,1543286718,1543286062,1543286062
1547193062,1547193062,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547192512
256921783,504846296,315393830,188862738,504846296,445938213,594381447,384274798,307998406,557537073,594381529,587631787,587631787
1547017446,1547018010,1547014411,1547018010,1547017446,1547014411,1547017446,1547014411,1547018010,1547018010,1547017446,1547018010,1547018010
1547018010,1547014411,1547017446,1547017446,1547017446,1547017446,1547018010,1547018010,1547017446,1547014411,1547014411,1547017446,1547017446
1543286062,1543286640,1543286117,1543286600,1543286718,1543286718,1543285418,1543286600,1543286718,1543286117,1543285418,1543286640,1543286640
1547014411,1547017446,1547018010,1547017446,1547018010,1547018010,1547017446,1547018010,1547014411,1547017446,1547014411,1547017446,1547017446
1543286600,1543286117,1543286718,1543286718,1543286640,1543285418,1543286062,1543286640,1543286117,1543284750,1543286117,1543286600,1543286600
333293249,324368498,450920856,377354499,324369971,1543286640,445932810,469978997,377316373,377352139,445940653,365730216,365730216
188843204,445940982,365098903,445940920,584187892,383082803,397457108,557539018,587630526,258868045,324364218,557537073,557537073
587631917,587631752,377346323,587631967,478691892,481388524,290790469,594380753,1543286640,481389799,377352265,481384259,481384259
584187947,349009543,504808359,557539018,445940998,377352920,307995689,584188970,557535390,437492327,377315617,315393787,315393787
1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891
1547431139,1547429292,1547430147,1547429909,1547429292,1547429292,1547428994,1547430147,1547431139,1547430644,1547430644,1547427506,1547427506
1547014411,1547014411,1547017446,1547018010,1547014411,1547014411,1547018010,1547014411,1547017446,1547018010,1547018010,1547018010,1547018010
1547017446,1547017446,1547014411,1547017446,1547018010,1547017446,1547018010,1547017446,1547014411,1547014411,1547018010,1547014411,1547014411
1543286062,1543286600,1543285418,1543286117,1543286062,1543286117,1543285418,1543286117,1543286600,1543284750,1543286600,1543286117,1543286117
1547193062,1547192512,1547193062,1547193062,1547192512,1547193062,1547192512,1547193062,1547192512,1547192512,1547193062,1547192512,1547192512
1543286640,1543286718,1543286718,1543286640,1543286600,1543285418,1543286117,1543286718,1543286062,1543286062,1543284750,1543286600,1543286600
307998406,397457105,451087500,368671508,504903015,324361934,384274798,377353302,365098808,413823233,256882706,324361412,324361412
437492426,188862738,557537073,188864408,587631904,126728362,504845587,451087514,378710366,445940038,445940982,365098903,365098903
188862738,437495437,587630659,476117185,527089999,557537662,587630992,481211727,481212331,587631868,442093370,188857358,188857358
1547193062,1547192512,1547192512,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062
1547429292,1547429292,1547427506,1547428994,1547430644,1547428994,1547431139,1547429292,1547428994,1547430147,1547429292,1547430644,1547430644
1547017446,1547017446,1547017446,1547014411,1547014411,1547017446,1547017446,1547017446,1547017446,1547014411,1547018010,1547018010,1547018010
1543286640,1543286640,1543286600,1543286718,1543286062,1543286117,1543286600,1543286062,1543286600,1543286062,1543285418,1543285418,1543285418
445941114,481210127,456286233,349010231,481283412,522067685,558093399,445941014,514692884,384274798,307998406,594381371,594381371
1547429909,1547429292,1547428994,1547430147,1547429292,1547430644,1547429909,1547429909,1547427506,1547431139,1547428994,1547428994,1547428994
1547017446,1547014411,1547014411,1547017446,1547017446,1547018010,1547018010,1547017446,1547017446,1547017446,1547017446,1547017446,1547017446
1547195869,1547195605,1547195351,1547196701,1547195869,1547196222,1547195351,1547195351,1547195351,1547196701,1547195869,1547195605,1547195605
514692884,450179110,504800439,413826874,519855716,504906899,445936054,329872223,324370163,584188930,557540635,557533288,557533288
443622877,469979169,445934440,504793482,504899715,557539773,377346323,587473775,557538103,469979169,1547173540,504801350,504801350
1547196701,1547195351,1547196222,1547195869,1547196222,1547196701,1547195869,1547196222,1547195351,1547196877,1547195351,1547195869,1547195869
1547193151,1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891
256898268,384274798,594381447,557535390,442093441,557537073,587473888,557538853,557537073,557154921,456099412,256882607,256882607
1547014411,1547017446,1547014411,1547018010,1547017446,1547014411,1547018010,1547017446,1547014411,1547014411,1547018010,1547018010,1547018010
1547427506,1547429292,1547427506,1547430147,1547429292,1547427506,1547428994,1547427506,1547429292,1547429292,1547430147,1547430644,1547430644
264162202,590438915,377352451,514692884,469978383,458902474,437614824,514692884,383082203,378422657,481388373,380234258,380234258
1547014411,1547014411,1547014411,1547018010,1547017446,1547014411,1547014411,1547017446,1547018010,1547014411,1547014411,1547014411,1547014411
1543286600,1543284750,1543285418,1543286062,1543286600,1543285418,1543286718,1543286117,1543285418,1543286640,1543286718,1543286718,1543286718
1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547192512,1547192512,1547193062,1547193062,1547193062
504808133,557537256,445941033,469326359,348489805,441576011,481210417,481389604,557537434,476117185,445940061,307998406,307998406
481389728,448965793,493855230,380234258,272107540,437618105,557537073,481389782,188862738,557537073,557538589,397296902,397296902
377348803,514692884,520004246,486849474,188862803,481389803,590093213,590439960,504795948,481387974,504912521,469978393,469978393
1547018010,1547018010,1547018010,1547014411,1547017446,1547018010,1547014411,1547014411,1547018010,1547017446,1547017446,1547014411,1547014411
1543286062,1543285418,1543285418,1543286600,1543284750,1543285418,1543285418,1543286600,1543286117,1543286062,1543286600,1543286062,1543286062
1547014411,1547017446,1547018010,1547017446,1547014411,1547017446,1547018010,1547017446,1547014411,1547018010,1547018010,1547018010,1547018010
540640869,540640869,587631752,324368567,1547178036,377354713,514692884,315392752,514693207,508533620,377352745,590438609,590438609
264162202,590439960,456099154,469978418,469978418,481211872,442094082,469979150,584120876,519598862,377345581,504900956,504900956
1543286600,1543286600,1543286600,1543286600,1543286117,1543285418,1543285418,1543286600,1543286640,1543285418,1543286640,1543286600,1543286600
383085023,441649127,548679473,469978393,509511309,481389680,526531383,445938895,557531770,445940446,504900199,584245365,584245365
324362743,456099281,481208454,324361934,377353170,481211916,514692884,384274798,481208183,307998406,365098808,504804081,504804081
1547195351,1547196701,1547195351,1547196877,1547196877,1547195869,1547195351,1547195351,1547195869,1547196701,1547196701,1547196877,1547196877
1547427506,1547430147,1547428994,1547429292,1547431139,1547428994,1547427506,1547427506,1547430147,1547429909,1547431139,1547427506,1547427506
1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151
1547431139,1547429909,1547429909,1547430644,1547428994,1547429909,1547430644,1547430147,1547430147,1547430644,1547429292,1547430147,1547430147
587630741,557530966,481211683,541784059,590438379,442092680,514692884,557537073,526531383,587630646,1543286640,376161266,376161266
1543286600,1543286062,1543286600,1543285418,1543286640,1543286640,1543286062,1543286600,1543286600,1543286117,1543286640,1543286117,1543286117
1543284750,1543284750,1543286640,1543286062,1543286600,1543286117,1543285418,1543284750,1543286718,1543286062,1543286718,1543286117,1543286117
441576097,445823230,557537073,584187755,557154921,307995689,413823388,445940079,452708564,558093399,445936283,587631723,587631723
1547014411,1547014411,1547018010,1547018010,1547018010,1547018010,1547017446,1547014411,1547014411,1547017446,1547017446,1547014411,1547014411
1547429909,1547428994,1547431139,1547431139,1547429292,1547427506,1547430147,1547430147,1547429909,1547429292,1547430644,1547430644,1547430644
1547430147,1547430147,1547427506,1547430644,1547427506,1547430147,1547427506,1547430644,1547430147,1547430147,1547430644,1547430147,1547430147
1543286600,1543286062,1543286718,1543285418,1543286640,1543285418,1543286117,1543286600,1543286062,1543286718,1543286117,1543286718,1543286718
1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547193062,1547192512,1547193062,1547193062,1547192512,1547192512
1547192512,1547192512,1547193062,1547192512,1547193062,1547193062,1547193062,1547193062,1547192512,1547192512,1547192512,1547193062,1547193062
1547193151,1547193891,1547193891,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151
1547430147,1547431139,1547431139,1547427506,1547430147,1547430644,1547430644,1547431139,1547430644,1547430644,1547430147,1547430147,1547430147
1531801122,1531787977,1531787589,1531787977,1531801305,1531787977,1531801305,1531787589,1531787589,1531801122,1531787589,1531787589,1531787589
1547193891,1547193891,1547193891,1547193151,1547193151,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193891
1543286117,1543284750,1543286718,1543284750,1543286718,1543286640,1543286640,1543286600,1543286062,1543285418,1543286117,1543286600,1543286600
1543286640,1543286640,1543286117,1543286640,1543286718,1543286718,1543286600,1543284750,1543286117,1543284750,1543284750,1543286062,1543286062
1547195351,1547196701,1547195869,1547196877,1547195869,1547196222,1547195351,1547195869,1547196877,1547195605,1547196877,1547196701,1547196701
1547193891,1547193151,1547193151,1547193151,1547193151,1547193151,1547193151,1547193891,1547193151,1547193151,1547193891,1547193891,1547193891
1547193151,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193891,1547193891,1547193891,1547193891
1547429292,1547429292,1547429292,1547430147,1547427506,1547430147,1547429292,1547428994,1547430147,1547430147,1547427506,1547430147,1547430147
1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151
1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151
1543286117,1543286062,1543284750,1543286640,1543285418,1543286718,1543286640,1543285418,1543285418,1543286117,1543286640,1543284750,1543284750
1547014411,1547014411,1547018010,1547017446,1547014411,1547018010,1547014411,1547014411,1547014411,1547018010,1547018010,1547018010,1547018010
1547196222,1547195351,1547196877,1547196701,1547196877,1547195351,1547195869,1547196701,1547196222,1547195605,1547196222,1547196701,1547196701
1547195605,1547195605,1547195869,1547196701,1547196701,1547195869,1547195869,1547195605,1547195351,1547196701,1547196877,1547195605,1547195605
1547193151,1547193151,1547193891,1547193891,1547193891,1547193151,1547193891,1547193891,1547193151,1547193151,1547193151,1547193151,1547193151
445785117,504808521,188862738,594381089,256882674,445940997,441576011,456099350,590441239,451087514,188862738,307998406,307998406
1547014411,1547014411,1547014411,1547017446,1547014411,1547017446,1547017446,1547014411,1547014411,1547018010,1547014411,1547017446,1547017446
1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512,1547192512,1547192512,1547193062,1547192512,1547192512,1547192512
1547430644,1547427506,1547429292,1547429909,1547431139,1547429909,1547428994,1547429909,1547428994,1547430147,1547430644,1547430147,1547430147
1547193151,1547193151,1547193891,1547193151,1547193891,1547193891,1547193891,1547193891,1547193151,1547193891,1547193151,1547193151,1547193151
1547429909,1547428994,1547427506,1547430147,1547429292,1547429292,1547427506,1547430147,1547427506,1547427506,1547430644,1547427506,1547427506
1531787977,1531801305,1531787589,1531801122,1531801305,1531801122,1531787977,1531801122,1531787977,1531787977,1531801305,1531787589,1531787589
1547196877,1547196701,1547195605,1547195351,1547195605,1547196877,1547196701,1547195351,1547196701,1547195351,1547196701,1547196877,1547196877
590644804,400916705,1543286640,315395349,1543286640,481389784,481388373,1547172683,557539127,445934480,526531597,445940035,445940035
1547195351,1547196877,1547196222,1547195869,1547195869,1547195605,1547196222,1547196701,1547195351,1547196222,1547196222,1547195351,1547195351
324368250,557540635,514692884,368671352,215872181,587631943,510508340,315395554,149902246,188852692,272101382,377346323,377346323
1547430644,1547429909,1547431139,1547429292,1547430147,1547429909,1547427506,1547431139,1547430644,1547428994,1547430644,1547427506,1547427506
