,0,1,2,3,4,5,6,7,8,9,10,11,12,13
229.20.48.152,40.0,1543285418.0,1543286600.0,1543286640.0,1543286600.0,1543286600.0,1543286117.0,1543284750.0,1543285418.0,1543286600.0,1543286062.0,1543286062.0,1543286117.0,1543286117.0
36.171.2.238,20.0,448272626.0,1547172179.0,594380753.0,442359098.0,587630579.0,469979074.0,1547018068.0,357646651.0,382972858.0,557154751.0,520003970.0,1543286640.0,1543286640.0
19.247.191.225,30.0,397457108.0,377315617.0,587473949.0,442093370.0,413826401.0,437498604.0,557154921.0,445941282.0,307998406.0,450179029.0,481389631.0,447293452.0,447293452.0
36.230.177.21,50.0,1547014411.0,1547014411.0,1547014411.0,1547017446.0,1547017446.0,1547018010.0,1547014411.0,1547014411.0,1547014411.0,1547017446.0,1547014411.0,1547014411.0,1547014411.0
48.46.101.217,11.0,1547428994.0,1547430147.0,1547427506.0,1547431139.0,1547427506.0,1547430147.0,1547430644.0,1547429292.0,1547429292.0,1547430147.0,1547430644.0,1547429909.0,1547429909.0
166.117.23.4,30.0,557537073.0,584187755.0,519598756.0,445940038.0,445940920.0,557532330.0,445938280.0,481389628.0,510507775.0,445940040.0,383082254.0,504797716.0,504797716.0
42.81.11.155,80.0,1547196222.0,1547195869.0,1547195869.0,1547195869.0,1547195869.0,1547196222.0,1547196222.0,1547196222.0,1547195869.0,1547196877.0,1547196222.0,1547196222.0,1547196222.0
106.141.9.199,80.0,1547196701.0,1547196701.0,1547195605.0,1547196877.0,1547196877.0,1547195351.0,1547195351.0,1547196701.0,1547195869.0,1547196701.0,1547196701.0,1547195605.0,1547195605.0
55.53.166.126,50.0,1547018010.0,1547018010.0,1547014411.0,1547014411.0,1547017446.0,1547018010.0,1547018010.0,1547017446.0,1547014411.0,1547017446.0,1547014411.0,1547014411.0,1547014411.0
238.109.236.243,30.0,441576251.0,445936090.0,584187947.0,481208640.0,504797716.0,437495533.0,481387052.0,384274798.0,397457141.0,256921783.0,469978921.0,594381391.0,594381391.0
22.242.142.43,11.0,1547428994.0,1547430147.0,1547430147.0,1547430644.0,1547428994.0,1547431139.0,1547429292.0,1547430644.0,1547428994.0,1547428994.0,1547428994.0,1547429909.0,1547429909.0
67.111.161.246,80.0,1547196701.0,1547195351.0,1547195869.0,1547195605.0,1547195351.0,1547195351.0,1547195605.0,1547196222.0,1547195351.0,1547195351.0,1547196877.0,1547196877.0,1547196877.0
217.118.207.79,40.0,1543286117.0,1543284750.0,1543286640.0,1543286117.0,1543286600.0,1543284750.0,1543284750.0,1543286640.0,1543286600.0,1543284750.0,1543286640.0,1543284750.0,1543284750.0
184.2.247.226,50.0,1547018010.0,1547018010.0,1547017446.0,1547017446.0,1547017446.0,1547017446.0,1547018010.0,1547014411.0,1547014411.0,1547018010.0,1547018010.0,1547018010.0,1547018010.0
200.26.24.33,80.0,1547196701.0,1547195351.0,1547195351.0,1547195605.0,1547195869.0,1547195351.0,1547195869.0,1547195605.0,1547195869.0,1547196701.0,1547196877.0,1547196222.0,1547196222.0
63.16.78.198,11.0,1547429909.0,1547431139.0,1547427506.0,1547428994.0,1547429292.0,1547427506.0,1547431139.0,1547427506.0,1547427506.0,1547429292.0,1547429292.0,1547429292.0,1547429292.0
154.186.169.214,50.0,1547018010.0,1547018010.0,1547018010.0,1547017446.0,1547018010.0,1547017446.0,1547017446.0,1547017446.0,1547018010.0,1547017446.0,1547014411.0,1547017446.0,1547017446.0
95.181.65.77,80.0,1547195869.0,1547196877.0,1547195869.0,1547195605.0,1547196877.0,1547195605.0,1547195869.0,1547195869.0,1547195351.0,1547196222.0,1547196701.0,1547196877.0,1547196877.0
116.103.155.107,13.0,1547193891.0,1547193151.0,1547193151.0,1547193891.0,1547193891.0,1547193891.0,1547193891.0,1547193151.0,1547193151.0,1547193151.0,1547193151.0,1547193891.0,1547193891.0
67.168.87.25,70.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0
74.85.185.151,11.0,1547430644.0,1547428994.0,1547431139.0,1547430147.0,1547428994.0,1547429292.0,1547427506.0,1547428994.0,1547430147.0,1547428994.0,1547429292.0,1547428994.0,1547428994.0
14.35.7.88,10.0,1531801305.0,1531787589.0,1531787977.0,1531801305.0,1531801305.0,1531787589.0,1531801305.0,1531801305.0,1531801305.0,1531787977.0,1531787977.0,1531801122.0,1531801122.0
184.121.123.205,30.0,469978459.0,590439031.0,445941114.0,377353114.0,587473611.0,324361934.0,188848272.0,557535390.0,460931825.0,307998406.0,188862738.0,557537073.0,557537073.0
253.160.163.41,40.0,1543286718.0,1543286718.0,1543286718.0,1543286117.0,1543286117.0,1543284750.0,1543285418.0,1543286718.0,1543286640.0,1543286062.0,1543286117.0,1543285418.0,1543285418.0
179.20.218.119,80.0,1547195869.0,1547196222.0,1547196222.0,1547196222.0,1547195605.0,1547195869.0,1547196701.0,1547195351.0,1547196877.0,1547195351.0,1547196222.0,1547195605.0,1547195605.0
60.68.198.100,50.0,1547017446.0,1547017446.0,1547018010.0,1547017446.0,1547017446.0,1547018010.0,1547017446.0,1547017446.0,1547017446.0,1547014411.0,1547017446.0,1547018010.0,1547018010.0
19.212.158.101,20.0,442092751.0,445934370.0,413820142.0,188862738.0,557537073.0,557531528.0,443623209.0,557531982.0,481283173.0,445749633.0,557540049.0,520004412.0,520004412.0
4.162.178.147,70.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0
121.80.182.31,80.0,1547195869.0,1547195351.0,1547196877.0,1547196701.0,1547195351.0,1547195869.0,1547195605.0,1547195351.0,1547196701.0,1547195869.0,1547195869.0,1547195605.0,1547195605.0
72.36.255.126,13.0,1547193151.0,1547193151.0,1547193151.0,1547193891.0,1547193151.0,1547193151.0,1547193151.0,1547193891.0,1547193151.0,1547193151.0,1547193151.0,1547193891.0,1547193891.0
17.108.123.186,70.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0
233.216.255.21,11.0,1547431139.0,1547428994.0,1547429292.0,1547430147.0,1547427506.0,1547427506.0,1547430644.0,1547431139.0,1547428994.0,1547428994.0,1547430147.0,1547429909.0,1547429909.0
34.179.137.127,70.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0
131.245.104.126,50.0,1547017446.0,1547017446.0,1547017446.0,1547014411.0,1547017446.0,1547014411.0,1547014411.0,1547014411.0,1547017446.0,1547017446.0,1547018010.0,1547018010.0,1547018010.0
241.168.64.180,40.0,1543286600.0,1543284750.0,1543286117.0,1543286718.0,1543284750.0,1543286600.0,1543286718.0,1543285418.0,1543284750.0,1543286062.0,1543286600.0,1543285418.0,1543285418.0
212.70.254.248,10.0,1531787589.0,1531787977.0,1531801305.0,1531801305.0,1531787589.0,1531801122.0,1531787589.0,1531787589.0,1531801122.0,1531801122.0,1531801305.0,1531787977.0,1531787977.0
116.128.38.48,13.0,1547193891.0,1547193891.0,1547193891.0,1547193891.0,1547193151.0,1547193891.0,1547193151.0,1547193151.0,1547193891.0,1547193151.0,1547193151.0,1547193891.0,1547193891.0
81.189.107.150,40.0,1543286062.0,1543286640.0,1543284750.0,1543286640.0,1543286640.0,1543286117.0,1543286600.0,1543284750.0,1543284750.0,1543285418.0,1543286117.0,1543285418.0,1543285418.0
135.96.12.254,40.0,1543286600.0,1543286718.0,1543286640.0,1543286117.0,1543286640.0,1543286640.0,1543286117.0,1543286600.0,1543284750.0,1543286117.0,1543286117.0,1543286117.0,1543286117.0
158.162.225.54,30.0,557537234.0,584187755.0,307998406.0,445940982.0,222584378.0,437617175.0,377353282.0,384274798.0,451087524.0,383084574.0,413823233.0,460931825.0,460931825.0
236.180.130.113,80.0,1547196877.0,1547195605.0,1547196222.0,1547196701.0,1547195351.0,1547195605.0,1547196701.0,1547196222.0,1547195351.0,1547196701.0,1547196877.0,1547195869.0,1547195869.0
97.8.36.2,10.0,1531787589.0,1531787589.0,1531787977.0,1531787589.0,1531787589.0,1531787977.0,1531801122.0,1531787589.0,1531787589.0,1531787977.0,1531801305.0,1531801122.0,1531801122.0
58.232.158.192,80.0,1547195869.0,1547195605.0,1547195351.0,1547196701.0,1547196701.0,1547195351.0,1547196222.0,1547195351.0,1547196877.0,1547195351.0,1547196877.0,1547195869.0,1547195869.0
139.146.245.201,70.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0
213.45.219.58,11.0,1547429909.0,1547429292.0,1547431139.0,1547427506.0,1547430147.0,1547430644.0,1547429909.0,1547431139.0,1547430644.0,1547429292.0,1547431139.0,1547430644.0,1547430644.0
81.204.200.232,50.0,1547014411.0,1547014411.0,1547014411.0,1547014411.0,1547018010.0,1547018010.0,1547017446.0,1547017446.0,1547018010.0,1547014411.0,1547018010.0,1547017446.0,1547017446.0
195.130.184.60,80.0,1547195605.0,1547196222.0,1547195351.0,1547196877.0,1547196877.0,1547196877.0,1547195351.0,1547195351.0,1547196222.0,1547195869.0,1547195869.0,1547196701.0,1547196701.0
107.85.206.75,20.0,272107540.0,504801327.0,557533700.0,557534436.0,587473492.0,510691938.0,445823303.0,315393125.0,469978400.0,594380753.0,519599130.0,587631834.0,587631834.0
74.98.6.104,40.0,1543285418.0,1543286718.0,1543284750.0,1543286117.0,1543286117.0,1543285418.0,1543286640.0,1543285418.0,1543286718.0,1543286640.0,1543284750.0,1543284750.0,1543284750.0
184.113.120.215,40.0,1543286640.0,1543286062.0,1543286718.0,1543286117.0,1543285418.0,1543286718.0,1543284750.0,1543284750.0,1543286062.0,1543286718.0,1543286062.0,1543286600.0,1543286600.0
167.231.145.93,30.0,383082207.0,481283412.0,557528342.0,445941033.0,377353781.0,437498609.0,445940045.0,437494330.0,307998406.0,188862738.0,441576011.0,587631787.0,587631787.0
90.104.244.171,20.0,469978418.0,442359098.0,307993810.0,557533922.0,445823211.0,256915833.0,587473294.0,383084878.0,324368599.0,557532678.0,481389637.0,485922701.0,485922701.0
62.184.9.125,11.0,1547430147.0,1547429292.0,1547427506.0,1547431139.0,1547431139.0,1547430147.0,1547430147.0,1547429292.0,1547428994.0,1547428994.0,1547429909.0,1547429909.0,1547429909.0
195.187.212.147,80.0,1547195351.0,1547196701.0,1547195869.0,1547196222.0,1547195869.0,1547195351.0,1547196701.0,1547195605.0,1547195605.0,1547195351.0,1547195605.0,1547196701.0,1547196701.0
89.190.221.189,20.0,587631940.0,342624776.0,514693173.0,410757349.0,290790469.0,557537073.0,436652074.0,469978978.0,324366442.0,126536126.0,510434415.0,587473420.0,587473420.0
217.114.249.243,50.0,1547014411.0,1547017446.0,1547017446.0,1547018010.0,1547018010.0,1547014411.0,1547017446.0,1547014411.0,1547018010.0,1547017446.0,1547017446.0,1547014411.0,1547014411.0
223.233.128.213,80.0,1547196701.0,1547196222.0,1547196877.0,1547196877.0,1547196222.0,1547196877.0,1547195869.0,1547196701.0,1547195869.0,1547195351.0,1547196701.0,1547195351.0,1547195351.0
141.50.179.224,50.0,1547014411.0,1547018010.0,1547017446.0,1547018010.0,1547018010.0,1547018010.0,1547014411.0,1547018010.0,1547014411.0,1547018010.0,1547017446.0,1547014411.0,1547014411.0
179.72.33.1,70.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0
162.203.81.98,30.0,584187892.0,587631875.0,450179029.0,525807089.0,437618155.0,557154921.0,194106392.0,307998406.0,510163790.0,504808133.0,174342229.0,442094022.0,442094022.0
218.24.47.9,80.0,1547196222.0,1547195605.0,1547195605.0,1547195351.0,1547195351.0,1547195605.0,1547195869.0,1547196701.0,1547196877.0,1547195869.0,1547195869.0,1547195351.0,1547195351.0
178.241.24.36,80.0,1547195869.0,1547195351.0,1547196222.0,1547195869.0,1547195605.0,1547196222.0,1547196877.0,1547195605.0,1547196701.0,1547195869.0,1547195605.0,1547195351.0,1547195351.0
188.217.236.187,50.0,1547018010.0,1547017446.0,1547018010.0,1547018010.0,1547014411.0,1547017446.0,1547018010.0,1547014411.0,1547014411.0,1547018010.0,1547018010.0,1547018010.0,1547018010.0
126.78.161.111,40.0,1543284750.0,1543286117.0,1543286600.0,1543286718.0,1543286062.0,1543286062.0,1543286117.0,1543286117.0,1543286600.0,1543286600.0,1543284750.0,1543286600.0,1543286600.0
121.54.147.196,11.0,1547428994.0,1547428994.0,1547427506.0,1547430644.0,1547430644.0,1547431139.0,1547430147.0,1547431139.0,1547429292.0,1547429909.0,1547430147.0,1547430644.0,1547430644.0
179.3.159.8,50.0,1547017446.0,1547014411.0,1547014411.0,1547018010.0,1547018010.0,1547018010.0,1547018010.0,1547018010.0,1547018010.0,1547014411.0,1547017446.0,1547018010.0,1547018010.0
252.53.56.203,70.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0
1.41.239.85,70.0,1547193062.0,1547193062.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0
61.22.73.201,13.0,1547193151.0,1547193891.0,1547193891.0,1547193151.0,1547193891.0,1547193891.0,1547193891.0,1547193151.0,1547193891.0,1547193891.0,1547193151.0,1547193151.0,1547193151.0
202.188.5.199,70.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0
22.51.191.175,10.0,1531787977.0,1531801305.0,1531787977.0,1531787589.0,1531787589.0,1531801122.0,1531801122.0,1531787977.0,1531787977.0,1531787589.0,1531787977.0,1531801305.0,1531801305.0
73.149.204.123,11.0,1547430147.0,1547428994.0,1547430644.0,1547429292.0,1547429292.0,1547429292.0,1547431139.0,1547428994.0,1547428994.0,1547429292.0,1547429909.0,1547427506.0,1547427506.0
171.177.109.98,10.0,1531787977.0,1531787589.0,1531801122.0,1531787589.0,1531801122.0,1531787589.0,1531787589.0,1531787589.0,1531787589.0,1531787977.0,1531801122.0,1531801122.0,1531801122.0
162.78.162.197,70.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0
251.59.225.140,80.0,1547195351.0,1547196701.0,1547196701.0,1547196701.0,1547196701.0,1547196701.0,1547195351.0,1547196701.0,1547196222.0,1547195351.0,1547195869.0,1547195869.0,1547195869.0
77.106.88.246,70.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0
106.233.25.142,20.0,1547178036.0,514692884.0,445929541.0,469978570.0,368671158.0,247719490.0,590438212.0,469978382.0,324373093.0,1547176757.0,365062249.0,587631834.0,587631834.0
238.222.125.62,30.0,256898418.0,437492426.0,384274798.0,584189017.0,584188970.0,437495533.0,460931825.0,256898268.0,594381447.0,397457139.0,324371144.0,557537256.0,557537256.0
165.163.3.126,20.0,481388748.0,187679247.0,469978537.0,587632134.0,349010320.0,504805700.0,324372952.0,557540418.0,557533288.0,1547178419.0,540641077.0,504795948.0,504795948.0
195.223.156.93,70.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0
54.203.113.24,40.0,1543286600.0,1543286062.0,1543286718.0,1543286600.0,1543285418.0,1543284750.0,1543286600.0,1543286640.0,1543286600.0,1543286600.0,1543284750.0,1543286600.0,1543286600.0
26.49.134.25,10.0,1531801122.0,1531787977.0,1531787977.0,1531801305.0,1531801122.0,1531787977.0,1531801122.0,1531801122.0,1531801305.0,1531801122.0,1531801122.0,1531801305.0,1531801305.0
188.250.16.82,13.0,1547193891.0,1547193891.0,1547193891.0,1547193891.0,1547193151.0,1547193151.0,1547193891.0,1547193151.0,1547193151.0,1547193151.0,1547193151.0,1547193891.0,1547193891.0
76.248.105.189,13.0,1547193891.0,1547193891.0,1547193151.0,1547193891.0,1547193891.0,1547193151.0,1547193151.0,1547193891.0,1547193891.0,1547193151.0,1547193151.0,1547193891.0,1547193891.0
97.195.174.45,40.0,1543286062.0,1543286062.0,1543286600.0,1543286062.0,1543286062.0,1543285418.0,1543285418.0,1543286062.0,1543285418.0,1543286117.0,1543286600.0,1543286117.0,1543286117.0
102.126.253.73,70.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0
162.220.178.17,40.0,1543286718.0,1543286718.0,1543284750.0,1543286640.0,1543286600.0,1543286117.0,1543286600.0,1543286062.0,1543286718.0,1543286600.0,1543286117.0,1543286117.0,1543286117.0
52.244.48.199,11.0,1547431139.0,1547429292.0,1547431139.0,1547427506.0,1547431139.0,1547429292.0,1547427506.0,1547429292.0,1547427506.0,1547430147.0,1547430644.0,1547429909.0,1547429909.0
60.220.93.103,50.0,1547014411.0,1547018010.0,1547014411.0,1547017446.0,1547018010.0,1547018010.0,1547017446.0,1547014411.0,1547017446.0,1547018010.0,1547014411.0,1547014411.0,1547014411.0
83.60.156.97,80.0,1547196877.0,1547196701.0,1547196877.0,1547195869.0,1547196701.0,1547196877.0,1547195605.0,1547195351.0,1547196222.0,1547195869.0,1547195351.0,1547196222.0,1547196222.0
122.159.143.31,70.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0
226.39.113.15,10.0,1531787977.0,1531801122.0,1531787977.0,1531801305.0,1531787589.0,1531801305.0,1531801305.0,1531787589.0,1531801122.0,1531787977.0,1531801122.0,1531801305.0,1531801305.0
3.47.186.221,10.0,1531801122.0,1531787977.0,1531801305.0,1531801305.0,1531801122.0,1531801122.0,1531801305.0,1531787977.0,1531801122.0,1531787589.0,1531787977.0,1531787977.0,1531787977.0
213.42.223.94,80.0,1547196877.0,1547195869.0,1547196222.0,1547195351.0,1547195869.0,1547195351.0,1547196222.0,1547196222.0,1547195605.0,1547196222.0,1547195351.0,1547195605.0,1547195605.0
217.22.169.43,50.0,1547017446.0,1547014411.0,1547014411.0,1547017446.0,1547014411.0,1547017446.0,1547018010.0,1547014411.0,1547018010.0,1547014411.0,1547014411.0,1547018010.0,1547018010.0
181.211.206.29,11.0,1547431139.0,1547428994.0,1547430644.0,1547429909.0,1547430644.0,1547430147.0,1547427506.0,1547430147.0,1547428994.0,1547430644.0,1547428994.0,1547428994.0,1547428994.0
202.43.139.185,11.0,1547429292.0,1547430644.0,1547430147.0,1547430644.0,1547428994.0,1547427506.0,1547427506.0,1547430644.0,1547427506.0,1547430147.0,1547429292.0,1547430147.0,1547430147.0
252.196.53.158,11.0,1547429292.0,1547429292.0,1547430147.0,1547429909.0,1547430644.0,1547427506.0,1547428994.0,1547429909.0,1547430147.0,1547430147.0,1547430644.0,1547427506.0,1547427506.0
42.3.153.148,20.0,510508817.0,481386668.0,519598479.0,584299946.0,445935227.0,514692884.0,1543286640.0,469977235.0,247721383.0,383083902.0,584188648.0,557531770.0,557531770.0
3.28.81.215,40.0,1543286718.0,1543285418.0,1543286117.0,1543286117.0,1543286600.0,1543284750.0,1543286718.0,1543286117.0,1543285418.0,1543284750.0,1543286062.0,1543286117.0,1543286117.0
245.153.244.113,80.0,1547196701.0,1547195351.0,1547196222.0,1547196222.0,1547196701.0,1547195869.0,1547195869.0,1547196701.0,1547195869.0,1547196877.0,1547195605.0,1547195351.0,1547195351.0
60.52.248.95,11.0,1547430147.0,1547430147.0,1547428994.0,1547429909.0,1547430147.0,1547430644.0,1547429292.0,1547428994.0,1547430644.0,1547430147.0,1547431139.0,1547430644.0,1547430644.0
201.25.148.170,20.0,584187393.0,520003970.0,504905673.0,557537073.0,519855648.0,510508817.0,368671393.0,315393807.0,315395391.0,442595832.0,452600777.0,441649237.0,441649237.0
159.25.63.199,70.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0
73.198.34.24,70.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0
129.16.168.16,50.0,1547017446.0,1547017446.0,1547018010.0,1547014411.0,1547017446.0,1547018010.0,1547014411.0,1547017446.0,1547014411.0,1547014411.0,1547014411.0,1547014411.0,1547014411.0
165.19.188.232,10.0,1531787977.0,1531801122.0,1531787589.0,1531801122.0,1531801305.0,1531787589.0,1531801122.0,1531801122.0,1531801122.0,1531787977.0,1531787977.0,1531787977.0,1531787977.0
64.49.185.221,11.0,1547430147.0,1547427506.0,1547427506.0,1547427506.0,1547430644.0,1547427506.0,1547430644.0,1547431139.0,1547430644.0,1547430147.0,1547430147.0,1547430147.0,1547430147.0
186.139.83.146,80.0,1547195605.0,1547196222.0,1547196222.0,1547195869.0,1547196701.0,1547196701.0,1547195351.0,1547195869.0,1547196222.0,1547196701.0,1547196877.0,1547195351.0,1547195351.0
66.206.81.43,40.0,1543284750.0,1543286640.0,1543286640.0,1543286718.0,1543286062.0,1543286062.0,1543284750.0,1543285418.0,1543286718.0,1543286600.0,1543286640.0,1543286062.0,1543286062.0
3.26.59.7,10.0,1531801122.0,1531801122.0,1531787589.0,1531801305.0,1531787977.0,1531801122.0,1531801122.0,1531787589.0,1531787977.0,1531801305.0,1531787977.0,1531801305.0,1531801305.0
18.190.54.136,80.0,1547196701.0,1547195605.0,1547196877.0,1547195605.0,1547196701.0,1547195605.0,1547196701.0,1547195351.0,1547195605.0,1547196222.0,1547196877.0,1547196222.0,1547196222.0
152.209.179.179,20.0,1547172179.0,1543286640.0,1547170050.0,481384080.0,445934852.0,481387889.0,377351393.0,329872223.0,587631834.0,383039977.0,469979029.0,377359937.0,377359937.0
84.199.194.45,50.0,1547014411.0,1547018010.0,1547014411.0,1547017446.0,1547017446.0,1547018010.0,1547014411.0,1547017446.0,1547018010.0,1547014411.0,1547014411.0,1547014411.0,1547014411.0
134.169.150.28,80.0,1547195869.0,1547195605.0,1547195869.0,1547195351.0,1547196222.0,1547195351.0,1547196877.0,1547196701.0,1547195351.0,1547196877.0,1547196222.0,1547195351.0,1547195351.0
35.2.154.119,20.0,481385745.0,481389803.0,527089901.0,587473236.0,557530620.0,590438379.0,1547173540.0,481388565.0,377349028.0,377359357.0,481388200.0,272101859.0,272101859.0
49.80.234.217,70.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0
56.22.30.139,80.0,1547196701.0,1547196701.0,1547195351.0,1547196877.0,1547196222.0,1547196222.0,1547195605.0,1547196222.0,1547196222.0,1547196222.0,1547195351.0,1547195351.0,1547195351.0
180.84.223.222,50.0,1547018010.0,1547014411.0,1547018010.0,1547017446.0,1547014411.0,1547014411.0,1547017446.0,1547014411.0,1547017446.0,1547017446.0,1547014411.0,1547014411.0,1547014411.0
182.36.5.139,70.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0
114.164.118.188,70.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547192512.0
215.95.179.231,80.0,1547196877.0,1547195605.0,1547195869.0,1547196222.0,1547195605.0,1547195351.0,1547196877.0,1547195605.0,1547196222.0,1547195869.0,1547195869.0,1547195351.0,1547195351.0
149.242.148.172,13.0,1547193891.0,1547193891.0,1547193151.0,1547193891.0,1547193891.0,1547193151.0,1547193151.0,1547193891.0,1547193151.0,1547193151.0,1547193151.0,1547193151.0,1547193151.0
152.202.24.241,40.0,1543286718.0,1543286600.0,1543285418.0,1543286640.0,1543286640.0,1543286117.0,1543286600.0,1543286117.0,1543286640.0,1543286600.0,1543285418.0,1543284750.0,1543284750.0
36.42.60.230,30.0,368671191.0,584187947.0,188857358.0,307998406.0,437617377.0,452708430.0,469326359.0,557528704.0,445940061.0,557528704.0,456099520.0,437495395.0,437495395.0
13.120.250.222,50.0,1547017446.0,1547018010.0,1547014411.0,1547018010.0,1547017446.0,1547017446.0,1547017446.0,1547018010.0,1547014411.0,1547017446.0,1547014411.0,1547018010.0,1547018010.0
161.255.214.73,13.0,1547193151.0,1547193891.0,1547193151.0,1547193891.0,1547193151.0,1547193891.0,1547193891.0,1547193151.0,1547193151.0,1547193151.0,1547193891.0,1547193151.0,1547193151.0
19.222.113.13,40.0,1543286117.0,1543286062.0,1543284750.0,1543286600.0,1543286062.0,1543286117.0,1543286600.0,1543285418.0,1543286600.0,1543285418.0,1543286640.0,1543286062.0,1543286062.0
57.159.215.119,40.0,1543286117.0,1543284750.0,1543286062.0,1543285418.0,1543284750.0,1543286640.0,1543285418.0,1543286718.0,1543286117.0,1543286718.0,1543286062.0,1543286718.0,1543286718.0
104.161.151.22,10.0,1531787977.0,1531787977.0,1531801122.0,1531801122.0,1531787977.0,1531801305.0,1531801305.0,1531801122.0,1531801305.0,1531787977.0,1531801305.0,1531801305.0,1531801305.0
47.70.84.14,50.0,1547018010.0,1547014411.0,1547017446.0,1547017446.0,1547018010.0,1547014411.0,1547014411.0,1547018010.0,1547014411.0,1547018010.0,1547014411.0,1547018010.0,1547018010.0
90.245.41.207,80.0,1547195351.0,1547196222.0,1547196222.0,1547196701.0,1547196701.0,1547196701.0,1547195869.0,1547196701.0,1547195605.0,1547196222.0,1547195605.0,1547196877.0,1547196877.0
109.246.244.150,50.0,1547017446.0,1547018010.0,1547018010.0,1547018010.0,1547014411.0,1547014411.0,1547017446.0,1547018010.0,1547014411.0,1547017446.0,1547018010.0,1547018010.0,1547018010.0
219.135.31.132,20.0,188862738.0,587630581.0,557539981.0,348489861.0,1543286640.0,557531859.0,188862803.0,557540049.0,413821382.0,594380318.0,510308383.0,324368250.0,324368250.0
61.236.152.214,30.0,504808133.0,413823233.0,514692884.0,445940920.0,481385142.0,557537073.0,481387734.0,557537073.0,377353282.0,522067685.0,557537073.0,126728362.0,126728362.0
147.115.207.246,70.0,1547193062.0,1547192512.0,1547192512.0,1547192512.0,1547192512.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547192512.0,1547193062.0,1547193062.0,1547193062.0
152.56.41.190,40.0,1543286718.0,1543285418.0,1543284750.0,1543286640.0,1543285418.0,1543286117.0,1543285418.0,1543286718.0,1543286117.0,1543286062.0,1543285418.0,1543286117.0,1543286117.0
90.117.135.77,20.0,442359068.0,587632117.0,594380691.0,481389799.0,557537073.0,442595827.0,1543286640.0,469979029.0,448965650.0,509511309.0,256913791.0,557532959.0,557532959.0
